gender,age,race,race_7_TEXT,education,Q1,Q1_5_TEXT,Q2,Q3,Attention Check Q1,AttentionCheck2,Q1,Q2,Q2-1,Q2-2,Q2-2_4_TEXT,Q1,Q2,Q2-read,Q2-not read,Q3,Q3_6_TEXT,Q4,Q48,Q48_6_TEXT,User C&C - Q1,Readability - Q1,Accessibility - Q1,Q56,Q59,location,Q2,Q2_7_TEXT,Attention Check Q3,Q1
Male,26 - 35,Asian/Pacific Islander,,Bachelor's Degree,"Amazon Alexa,Google Home",,2 - 3 years,Daily,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Start date,Phone number",I perceive name/phone number as non-sensitive and suitable for sharing.,,Yes,Yes,5-10 min,,"Too lengthy, takes too much time to read.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,Second,Both first and second,Second,Maybe,Maybe,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,Precision: Accurately summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,None
Female,26 - 35,Caucasian/White,,High school graduate,Amazon Alexa,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Phone number",,,No,No,,More than 30 minutes,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,no
Male,26 - 35,Asian/Pacific Islander,,Bachelor's Degree,"Amazon Alexa,Google Home",,1 - 2 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Start date,Phone number","I think name/phone number is publicly available and not considered private.,I perceive name/phone number as non-sensitive and suitable for sharing.",,Yes,Yes,5-10 min,,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,Second,Second,First,Yes,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.",,Privacy Notice through Voice,none
Male,26 - 35,Asian/Pacific Islander,,Bachelor's Degree,"Amazon Alexa,Google Home",,1 - 2 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,No,No,,"I think name/phone number is publicly available and not considered private.,I perceive name/phone number as non-sensitive and suitable for sharing.",,No,No,,Less than 5 min,"Too lengthy, takes too much time to read.",,No,Yes,,First,Second,Second,Yes,Yes,Figure 2,"Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.",,Privacy Notice through Voice,none
Male,36 - 65,Caucasian/White,,High school graduate,Amazon Alexa,,2 - 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,No,,Less than 5 min,"Too lengthy, takes too much time to read.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,no
Male,26 - 35,Hispanic/Latino,,Bachelor's Degree,"Amazon Alexa,Google Home",,Over 3 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,No I think that it was fine as is to me.
Male,36 - 65,Caucasian/White,,Bachelor's Degree,Amazon Alexa,,Over 3 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date","After reading this question, I now consider name and phone number to be personal information.",,Yes,No,,10-30 min,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,no
Male,36 - 65,Caucasian/White,,Bachelor's Degree,"Amazon Alexa,Google Home",,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date,Phone number",,,Yes,No,,More than 30 minutes,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.,Lack of accessibility features for those who prefer or require auditory information.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.",,Privacy Notice through Voice,Just make the data elements collected clear.
Male,36 - 65,Caucasian/White,,Bachelor's Degree,Google Home,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,No,,Less than 5 min,"Difficult to locate essential information, such as personal data collection.",,Maybe,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.",,Privacy Notice through Voice,why not Vocal Privacy Notice
Female,26 - 35,Mixed Race,,Bachelor's Degree,Amazon Alexa,,Over 3 years,Less than once a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,No,No,,5-10 min,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.",,Yes,Yes,,First,First,First,No,Yes,Figure 2,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,
Male,36 - 65,Asian/Pacific Islander,,Master's Degree,Amazon Alexa,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,no
Male,26 - 35,Asian/Pacific Islander,,Master's Degree,Amazon Alexa,,2 - 3 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,No,,10-30 min,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.",,Yes,Yes,,Second,Second,Second,Yes,Yes,Figure 3,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.",,Privacy Notice through Voice,All good
Male,36 - 65,Asian/Pacific Islander,,Bachelor's Degree,"Amazon Alexa,Google Home",,1 - 2 years,Multiple times per day,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Phone number",,,No,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Maybe,Yes,,Second,Second,First,Maybe,Yes,Figure 1,"User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,Nope
Male,36 - 65,Caucasian/White,,High school graduate,Amazon Alexa,,Over 3 years,Once a week,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date,Phone number",,,No,No,,5-10 min,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,no
Male,36 - 65,Asian/Pacific Islander,,Bachelor's Degree,Amazon Alexa,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,No,No,,More than 30 minutes,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.",,Yes,Yes,,Second,Second,First,Yes,Yes,Figure 2,"Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.",,Privacy Notice through Voice,No
Male,26 - 35,Mixed Race,,High school graduate,Amazon Alexa,,Over 3 years,Daily,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date,Phone number",,,No,No,,More than 30 minutes,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.",,Maybe,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.",,Privacy Notice through Voice,I do not.
Male,36 - 65,Caucasian/White,,High school graduate,Amazon Alexa,,Over 3 years,Daily,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,Yes,5-10 min,,"Too lengthy, takes too much time to read.,Difficult to locate essential information, such as personal data collection.",,Maybe,Yes,,First,Both first and second,Both First and Second,Maybe,Maybe,Figure 2,"Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.",,Privacy Notice through Voice,NO
Male,26 - 35,Caucasian/White,,Bachelor's Degree,"Amazon Alexa,Google Home",,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.,Difficult to locate essential information, such as personal data collection.,Lack of accessibility features for those who prefer or require auditory information.",,Yes,Yes,,First,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms.,Precision: Accurately summarize how user data is collected without hiding or omit., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,I think that having it addressed in the beginning is a good thing. It should also provide an example as well as take the user through steps that they can take if they feel that their information has been used illegally without their consent.
Male,36 - 65,Hispanic/Latino,,Bachelor's Degree,Amazon Alexa,,2 - 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date,Phone number",,,Yes,No,,Less than 5 min,"Too lengthy, takes too much time to read.,Use of legal terminology, making the content difficult to comprehend.",,Yes,Yes,,Second,First,First,No,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Precision: Accurately summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,i think its entirely adequate- just direct/to the point
Male,26 - 35,Hispanic/Latino,,High school graduate,Google Home,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Maybe,Yes,"Name,Start date,Phone number",,,Yes,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.",,Maybe,Yes,,First,Second,First,No,Yes,Figure 1,"User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Precision: Accurately summarize how user data is collected without hiding or omit., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,n/a none I can think of
Male,36 - 65,Caucasian/White,,Bachelor's Degree,Amazon Alexa,,2 - 3 years,Once a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,No,No,,5-10 min,"Too lengthy, takes too much time to read.,Difficult to locate essential information, such as personal data collection.",,Yes,Yes,,First,First,First,Maybe,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.,Easy-to-understand: Clearly written and easily understandable language without using complex or difficult-to-understand technical terms., Completeness: Completely summarize how user data is collected without hiding or omit.",,Privacy Notice through Voice,No
Male,26 - 35,Hispanic/Latino,,Bachelor's Degree,Amazon Alexa,,Over 3 years,Serval times a week,A document specifying the collection and usage of personal information,Skill,Yes,Yes,"Name,Start date,Phone number",,,Yes,Yes,Less than 5 min,,"Too lengthy, takes too much time to read.",,Yes,Yes,,First,First,First,Yes,Yes,Figure 1,"Readability: When covering all data collection, the summary should not be excessively long and allow users to quickly grasp the essential details.,Compliance with Regulations: Whether this skill is compliant with relevant data protection laws and regulations (e.g., GDPR, CCPA), especially for sensitive data related to children and health.,Accessibility: Conversation-friendly with Alexa, prioritizing auditory information for enhanced usability, especially for the people with visual impairments.,User Control and Consent: Users should have the right to be informed, with clear options to opt in or out, ensuring control over their privacy settings and data processing activities.",,Privacy Notice through Voice,
